-1.074398, 2.055422, 9.2494, 1713614828933
-1.3269863, 2.0141222, 9.440337, 1713614829136
-0.87089086, 2.15957, 9.473856, 1713614829333
-0.7781156, 2.3690627, 9.357139, 1713614829534
-0.6135142, 2.553416, 9.40203, 1713614829735
-0.7906851, 2.5492263, 9.299678, 1713614829938
-0.3716998, 2.895787, 9.295488, 1713614830136
-0.54887074, 2.842516, 9.308656, 1713614830337
-0.57041854, 2.8993783, 9.288305, 1713614830538
-0.504578, 2.8993783, 9.464878, 1713614830738
-1.2743138, 3.54282, 8.980651, 1713614830940
-1.9363106, 4.0216603, 8.411429, 1713614831141
-2.142212, 4.131195, 8.615535, 1713614831342
-2.1404164, 4.07134, 8.661623, 1713614831542
-2.0763714, 4.104859, 8.9363575, 1713614831676
-1.9734207, 4.0976763, 8.641871, 1713614831678
-2.0667946, 4.140772, 8.474277, 1713614831717
-1.9662381, 4.0665517, 8.395268, 1713614831720
-2.0141222, 4.045004, 8.184579, 1713614831760
-1.7004818, 4.1503487, 7.880515, 1713614831763
-1.216853, 4.320337, 7.827842, 1713614831803
-1.0875661, 4.0545807, 7.6506715, 1713614831806
-1.9207484, 3.2549171, 7.061698, 1713614831839
-0.0700304, 3.669114, 7.463924, 1713614831842
1.1941081, 3.570952, 8.12233, 1713614831881
1.5077485, 3.027468, 9.417592, 1713614831883
1.3066356, 2.5486276, 10.193314, 1713614831921
1.1438298, 2.1942859, 9.810242, 1713614831924
1.3401544, 1.6699557, 9.223662, 1713614831961
1.38325, 1.0378864, 9.673772, 1713614831963
1.3521254, 0.50876784, 10.231621, 1713614831994
1.4790181, -0.046686932, 10.097546, 1713614831995
1.4478935, -0.36990416, 10.8182, 1713614832030
0.5117606, -0.39863458, 11.804611, 1713614832034
-0.2088941, -0.5398925, 11.634624, 1713614832065
0.30107087, -0.16400282, 11.170148, 1713614832099
0.88046765, -0.142455, 11.46224, 1713614832100
1.2779051, -0.10175357, 11.833342, 1713614832134
2.180519, 0.32441434, 11.759122, 1713614832136
2.8963854, 0.81283146, 10.767922, 1713614832167
2.1350293, 0.90620536, 9.443929, 1713614832198
1.8142064, 0.89902276, 8.615535, 1713614832200
1.9387048, 1.2629414, 9.144653, 1713614832229
2.381632, 1.3515269, 10.324995, 1713614832257
2.759916, 1.4257472, 11.014524, 1713614832258
2.8628666, 1.6172832, 10.722432, 1713614832286
2.6449943, 2.098518, 9.606734, 1713614832316
2.0009542, 2.4289176, 8.306683, 1713614832317
2.5611973, 2.754529, 7.856573, 1713614832347
3.1884782, 3.333926, 8.457518, 1713614832375
4.0264487, 3.5422213, 8.74961, 1713614832378
4.1701007, 3.8654387, 8.634688, 1713614832406
4.007295, 4.080917, 8.780735, 1713614832433
3.7894228, 4.2940006, 8.871715, 1713614832436
3.3919852, 4.5406036, 8.167819, 1713614832460
3.3153708, 4.9069166, 7.5165963, 1713614832484
3.4638114, 5.2660465, 7.5429325, 1713614832512
3.3153708, 5.4049106, 7.562086, 1713614832515
2.700061, 5.4647655, 6.479907, 1713614832540
2.1733365, 5.8358665, 5.5030727, 1713614832567
2.1278467, 6.1159883, 5.708974, 1713614832595
2.0608091, 6.1159883, 6.314707, 1713614832596
1.9339164, 6.183026, 6.5469446, 1713614832623
1.8668787, 6.367379, 6.173449, 1713614832649
1.2850877, 6.381745, 5.4887075, 1713614832675
0.82779527, 6.4032927, 5.333084, 1713614832676
0.83497787, 6.5230026, 5.931635, 1713614832704
0.3513491, 6.2979474, 6.293159, 1713614832729
-0.83617496, 5.967548, 6.1519012, 1713614832756
-1.6334441, 5.5964465, 5.8598084, 1713614832757
-2.212841, 5.5030727, 5.7760115, 1713614832783
-2.3397336, 5.141548, 6.3578024, 1713614832809
-2.7635074, 4.71538, 7.679402, 1713614832835
-3.3381157, 4.289212, 7.9810715, 1713614832837
-3.5607765, 4.0785227, 7.763199, 1713614832860
-3.7044287, 3.8510735, 7.2628107, 1713614832885
-3.934272, 3.6236243, 6.944382, 1713614832911
-4.4274774, 3.2932243, 6.9611416, 1713614832937
-4.767454, 2.8526914, 7.4711065, 1713614832938
-4.3436804, 2.517503, 8.433576, 1713614832963
-4.097078, 2.2541409, 9.17099, 1713614832990
-4.087501, 1.9692309, 9.14226, 1713614833018
-4.279037, 1.8902222, 8.440758, 1713614833020
-3.9055414, 1.9357121, 8.275558, 1713614833047
-3.567959, 1.7417817, 8.325836, 1713614833075
-3.5775359, 1.3323733, 8.124723, 1713614833078
-3.7523127, 1.0307038, 8.064868, 1713614833103
-3.8504748, 0.5518635, 8.330625, 1713614833130
-3.74513, 0.19512744, 8.98903, 1713614833158
-2.4522612, -0.06344634, 9.204509, 1713614833160
-1.9758149, -0.34356794, 9.147048, 1713614833188
-2.758719, -1.1145009, 10.109517, 1713614833214
-3.4386723, -1.8183962, 11.277887, 1713614833242
-2.9765913, -1.9716251, 11.4598465, 1713614833244
-1.762731, -1.7226281, 11.148601, 1713614833273
-1.8752584, -1.2677298, 11.675324, 1713614833303
-2.4067712, -0.7577648, 12.4390745, 1713614833306
-1.4012065, -1.6316484, 12.25951, 1713614833334
-0.52732295, -2.2780828, 11.835736, 1713614833340
-0.11552023, -2.184709, 11.457452, 1713614833366
0.44951138, -1.6938977, 11.129447, 1713614833395
0.7823054, -1.4041992, 10.667366, 1713614833399
0.5189432, -1.0570401, 10.255563, 1713614833428
0.076015905, -0.45370123, 10.040085, 1713614833457
0.20530279, 0.08499416, 9.372103, 1713614833461
0.3298013, 0.5686229, 8.572439, 1713614833488
0.2220622, 1.0546459, 8.440758, 1713614833515
0.11911154, 1.210269, 8.589199, 1713614833520
0.10235212, 1.2294226, 8.941146, 1713614833548
-0.08200141, 1.2366052, 10.305841, 1713614833575
-0.17298107, 0.5686229, 12.151771, 1713614833580
-0.16101007, 0.22625206, 12.683284, 1713614833607
0.15981296, 0.015562311, 12.855666, 1713614833636
0.26276365, 0.03232172, 12.041637, 1713614833641
-5.985504E-4, 0.34596214, 10.612299, 1713614833667
-0.57999533, 0.81522566, 9.999383, 1713614833695
-1.4490906, 1.6603789, 9.259575, 1713614833723
-1.6765398, 2.3594859, 8.524555, 1713614833727
-1.2144588, 2.8072014, 8.062474, 1713614833753
-1.1641805, 3.513491, 8.01459, 1713614833781
